"year","zone","group","gender","stage","measure","value"
"2010-2011","S01002108","All","Male","S4","Ratio",100
"2004-2005","S01002108","All","All","S4","Ratio",0
"2012-2013","S01002108","All","Male","S4","Ratio",100
"2005-2006","S01002109","All","All","S4","Count",0
"2009-2010","S01002109","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002109","All","All","S4","Count",3
"2010-2011","S01002109","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002109","All","All","S4","Count",2
"2007-2008","S01002109","All","All","S4","Count",3
"2008-2009","S01002109","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002109","All","All","S4","Count",3
"2012-2013","S01002109","Additional Support Needs","All","S4","Count",1
"2002-2003","S01002109","All","All","S4","Count",1
"2008-2009","S01002109","All","All","S4","Count",4
"2011-2012","S01002109","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002109","All","All","S4","Count",1
"2004-2005","S01002109","All","All","S4","Count",1
"2011-2012","S01002109","All","All","S4","Count",3
"2010-2011","S01002109","All","Male","S4","Count",1
"2008-2009","S01002109","All","Male","S4","Count",1
"2009-2010","S01002109","All","Male","S4","Count",0
"2011-2012","S01002109","All","Male","S4","Count",0
"2012-2013","S01002109","All","Male","S4","Count",0
"2012-2013","S01002109","All","Female","S4","Count",3
"2011-2012","S01002109","All","Female","S4","Count",3
"2009-2010","S01002109","All","Female","S4","Count",1
"2008-2009","S01002109","All","Female","S4","Count",3
"2010-2011","S01002109","All","Female","S4","Count",2
"2005-2006","S01002109","All","All","S4","Ratio",0
"2009-2010","S01002109","All","All","S4","Ratio",100
"2009-2010","S01002109","Additional Support Needs","All","S4","Ratio",0
"2004-2005","S01002109","All","All","S4","Ratio",100
"2011-2012","S01002109","All","Male","S4","Ratio",0
"2010-2011","S01002109","Additional Support Needs","All","S4","Ratio",0
"2006-2007","S01002109","All","All","S4","Ratio",100
"2012-2013","S01002109","All","All","S4","Ratio",100
"2008-2009","S01002109","All","Female","S4","Ratio",100
"2011-2012","S01002109","All","All","S4","Ratio",100
"2007-2008","S01002109","All","All","S4","Ratio",75
"2012-2013","S01002109","All","Female","S4","Ratio",100
"2008-2009","S01002109","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002109","All","Male","S4","Ratio",100
"2010-2011","S01002109","All","All","S4","Ratio",100
"2009-2010","S01002109","All","Female","S4","Ratio",100
"2012-2013","S01002109","Additional Support Needs","All","S4","Ratio",100
"2008-2009","S01002109","All","Male","S4","Ratio",100
"2002-2003","S01002109","All","All","S4","Ratio",100
"2011-2012","S01002109","All","Female","S4","Ratio",100
"2008-2009","S01002109","All","All","S4","Ratio",100
"2011-2012","S01002109","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002109","All","Male","S4","Ratio",0
"2010-2011","S01002109","All","Female","S4","Ratio",100
"2002-2003","S01002110","All","All","S4","Count",0
"2010-2011","S01002110","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002110","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002110","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002110","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002110","Additional Support Needs","All","S4","Count",0
"2003-2004","S01002110","All","All","S4","Count",1
"2005-2006","S01002110","All","All","S4","Count",1
"2006-2007","S01002110","All","All","S4","Count",2
"2007-2008","S01002110","All","All","S4","Count",1
"2010-2011","S01002110","All","All","S4","Count",1
"2009-2010","S01002110","All","Male","S4","Count",0
"2012-2013","S01002110","All","Male","S4","Count",0
"2010-2011","S01002110","All","Male","S4","Count",1
"2011-2012","S01002110","All","Male","S4","Count",1
"2008-2009","S01002110","All","Male","S4","Count",1
"2008-2009","S01002110","All","Female","S4","Count",1
"2012-2013","S01002110","All","Female","S4","Count",0
"2011-2012","S01002110","All","Female","S4","Count",2
"2010-2011","S01002110","All","Female","S4","Count",0
"2009-2010","S01002110","All","Female","S4","Count",1
"2008-2009","S01002110","All","All","S4","Count",2
"2009-2010","S01002110","All","All","S4","Count",1
"2011-2012","S01002110","All","All","S4","Count",3
"2012-2013","S01002110","All","All","S4","Count",0
"2010-2011","S01002110","All","All","S4","Ratio",100
"2010-2011","S01002110","All","Female","S4","Ratio",0
"2008-2009","S01002110","All","All","S4","Ratio",100
"2005-2006","S01002110","All","All","S4","Ratio",100
"2009-2010","S01002110","All","All","S4","Ratio",100
"2006-2007","S01002110","All","All","S4","Ratio",100
"2011-2012","S01002110","All","All","S4","Ratio",100
"2008-2009","S01002110","All","Female","S4","Ratio",100
"2007-2008","S01002110","All","All","S4","Ratio",100
"2010-2011","S01002110","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002110","All","Female","S4","Ratio",100
"2011-2012","S01002110","All","Male","S4","Ratio",100
"2010-2011","S01002110","All","Male","S4","Ratio",100
"2008-2009","S01002110","All","Male","S4","Ratio",100
"2011-2012","S01002110","All","Female","S4","Ratio",100
"2011-2012","S01002110","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002110","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002110","Additional Support Needs","All","S4","Ratio",0
"2002-2003","S01002110","All","All","S4","Ratio",0
"2003-2004","S01002110","All","All","S4","Ratio",100
"2009-2010","S01002110","All","Male","S4","Ratio",0
"2005-2006","S01002111","All","All","S4","Count",14
"2010-2011","S01002111","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002111","All","All","S4","Count",3
"2009-2010","S01002111","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002111","All","All","S4","Count",6
"2010-2011","S01002111","All","All","S4","Count",10
"2010-2011","S01002111","All","Male","S4","Count",7
"2012-2013","S01002111","All","All","S4","Count",19
"2011-2012","S01002111","All","Male","S4","Count",4
"2008-2009","S01002111","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002111","Additional Support Needs","All","S4","Count",3
"2009-2010","S01002111","All","Male","S4","Count",6
"2009-2010","S01002111","All","All","S4","Count",10
"2012-2013","S01002111","All","Male","S4","Count",9
"2008-2009","S01002111","All","Male","S4","Count",5
"2011-2012","S01002111","Additional Support Needs","All","S4","Count",1
"2010-2011","S01002111","All","Female","S4","Count",3
"2002-2003","S01002111","All","All","S4","Count",8
"2009-2010","S01002111","All","Female","S4","Count",4
"2008-2009","S01002111","All","All","S4","Count",6
"2012-2013","S01002111","All","Female","S4","Count",10
"2003-2004","S01002111","All","All","S4","Count",9
"2011-2012","S01002111","All","All","S4","Count",11
"2008-2009","S01002111","All","Female","S4","Count",1
"2011-2012","S01002111","All","Female","S4","Count",7
"2004-2005","S01002111","All","All","S4","Count",11
"2010-2011","S01002111","All","All","S4","Ratio",100
"2008-2009","S01002111","All","All","S4","Ratio",100
"2009-2010","S01002111","All","All","S4","Ratio",100
"2011-2012","S01002111","All","All","S4","Ratio",100
"2012-2013","S01002111","All","All","S4","Ratio",100
"2002-2003","S01002111","All","All","S4","Ratio",100
"2010-2011","S01002111","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002111","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002111","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002111","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002111","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002111","All","All","S4","Ratio",100
"2004-2005","S01002111","All","All","S4","Ratio","91.7"
"2005-2006","S01002111","All","All","S4","Ratio","93.3"
"2006-2007","S01002111","All","All","S4","Ratio",75
"2007-2008","S01002111","All","All","S4","Ratio",100
"2010-2011","S01002111","All","Male","S4","Ratio",100
"2011-2012","S01002111","All","Male","S4","Ratio",100
"2009-2010","S01002111","All","Male","S4","Ratio",100
"2012-2013","S01002111","All","Male","S4","Ratio",100
"2008-2009","S01002111","All","Male","S4","Ratio",100
"2010-2011","S01002111","All","Female","S4","Ratio",100
"2009-2010","S01002111","All","Female","S4","Ratio",100
"2012-2013","S01002111","All","Female","S4","Ratio",100
"2008-2009","S01002111","All","Female","S4","Ratio",100
"2011-2012","S01002111","All","Female","S4","Ratio",100
"2005-2006","S01002112","All","All","S4","Count",12
"2010-2011","S01002112","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002112","All","All","S4","Count",7
"2009-2010","S01002112","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002112","All","All","S4","Count",15
"2010-2011","S01002112","All","All","S4","Count",9
"2010-2011","S01002112","All","Male","S4","Count",4
"2012-2013","S01002112","All","All","S4","Count",9
"2011-2012","S01002112","All","Male","S4","Count",8
"2008-2009","S01002112","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002112","Additional Support Needs","All","S4","Count",1
"2009-2010","S01002112","All","Male","S4","Count",6
"2009-2010","S01002112","All","All","S4","Count",9
"2012-2013","S01002112","All","Male","S4","Count",7
"2008-2009","S01002112","All","Male","S4","Count",5
"2011-2012","S01002112","Additional Support Needs","All","S4","Count",4
"2010-2011","S01002112","All","Female","S4","Count",5
"2002-2003","S01002112","All","All","S4","Count",10
"2009-2010","S01002112","All","Female","S4","Count",3
"2008-2009","S01002112","All","All","S4","Count",11
"2012-2013","S01002112","All","Female","S4","Count",2
"2003-2004","S01002112","All","All","S4","Count",9
"2011-2012","S01002112","All","All","S4","Count",15
"2008-2009","S01002112","All","Female","S4","Count",6
"2011-2012","S01002112","All","Female","S4","Count",7
"2004-2005","S01002112","All","All","S4","Count",17
"2010-2011","S01002112","All","All","S4","Ratio",100
"2008-2009","S01002112","All","All","S4","Ratio",100
"2009-2010","S01002112","All","All","S4","Ratio",90
"2011-2012","S01002112","All","All","S4","Ratio",100
"2012-2013","S01002112","All","All","S4","Ratio",100
"2002-2003","S01002112","All","All","S4","Ratio","90.9"
"2010-2011","S01002112","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002112","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002112","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002112","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002112","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002112","All","All","S4","Ratio",100
"2004-2005","S01002112","All","All","S4","Ratio","89.5"
"2005-2006","S01002112","All","All","S4","Ratio",100
"2006-2007","S01002112","All","All","S4","Ratio","77.8"
"2007-2008","S01002112","All","All","S4","Ratio",100
"2010-2011","S01002112","All","Male","S4","Ratio",100
"2011-2012","S01002112","All","Male","S4","Ratio",100
"2009-2010","S01002112","All","Male","S4","Ratio","85.7"
"2012-2013","S01002112","All","Male","S4","Ratio",100
"2008-2009","S01002112","All","Male","S4","Ratio",100
"2010-2011","S01002112","All","Female","S4","Ratio",100
"2009-2010","S01002112","All","Female","S4","Ratio",100
"2012-2013","S01002112","All","Female","S4","Ratio",100
"2008-2009","S01002112","All","Female","S4","Ratio",100
"2011-2012","S01002112","All","Female","S4","Ratio",100
"2009-2010","S01002113","All","All","S4","Count",7
"2010-2011","S01002113","All","All","S4","Count",16
"2011-2012","S01002113","All","All","S4","Count",5
"2007-2008","S01002113","All","All","S4","Count",13
"2008-2009","S01002113","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002113","Additional Support Needs","All","S4","Count",5
"2006-2007","S01002113","All","All","S4","Count",4
"2011-2012","S01002113","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002113","All","All","S4","Ratio","94.1"
"2003-2004","S01002113","All","All","S4","Ratio","87.5"
"2004-2005","S01002113","All","All","S4","Ratio",100
"2005-2006","S01002113","All","All","S4","Ratio",100
"2006-2007","S01002113","All","All","S4","Ratio",100
"2007-2008","S01002113","All","All","S4","Ratio",100
"2008-2009","S01002113","All","All","S4","Ratio","88.9"
"2009-2010","S01002113","All","All","S4","Ratio",100
"2011-2012","S01002113","All","All","S4","Ratio",100
"2012-2013","S01002113","All","All","S4","Ratio",100
"2002-2003","S01002113","All","All","S4","Ratio",100
"2010-2011","S01002113","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002113","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002113","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002113","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002113","Additional Support Needs","All","S4","Ratio",0
"2003-2004","S01002113","All","All","S4","Count",7
"2012-2013","S01002113","All","All","S4","Count",12
"2008-2009","S01002113","All","All","S4","Count",8
"2004-2005","S01002113","All","All","S4","Count",6
"2002-2003","S01002113","All","All","S4","Count",6
"2005-2006","S01002113","All","All","S4","Count",11
"2010-2011","S01002113","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002113","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002113","All","Male","S4","Count",2
"2010-2011","S01002113","All","Male","S4","Count",8
"2012-2013","S01002113","All","Male","S4","Count",6
"2009-2010","S01002113","All","Male","S4","Count",4
"2008-2009","S01002113","All","Male","S4","Ratio",100
"2010-2011","S01002113","All","Male","S4","Ratio","88.9"
"2008-2009","S01002113","All","Male","S4","Count",3
"2009-2010","S01002113","All","Male","S4","Ratio",100
"2012-2013","S01002113","All","Male","S4","Ratio",100
"2011-2012","S01002113","All","Male","S4","Ratio",100
"2009-2010","S01002113","All","Female","S4","Count",3
"2011-2012","S01002113","All","Female","S4","Ratio",100
"2011-2012","S01002113","All","Female","S4","Count",3
"2010-2011","S01002113","All","Female","S4","Count",8
"2008-2009","S01002113","All","Female","S4","Count",5
"2009-2010","S01002113","All","Female","S4","Ratio",100
"2012-2013","S01002113","All","Female","S4","Ratio",100
"2008-2009","S01002113","All","Female","S4","Ratio","83.3"
"2012-2013","S01002113","All","Female","S4","Count",6
"2010-2011","S01002113","All","Female","S4","Ratio",100
"2009-2010","S01002114","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002114","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002114","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002114","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002114","All","All","S4","Count",6
"2010-2011","S01002114","All","All","S4","Ratio",100
"2011-2012","S01002114","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01002114","All","All","S4","Ratio",100
"2009-2010","S01002114","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002114","All","All","S4","Ratio",100
"2004-2005","S01002114","All","All","S4","Ratio",100
"2002-2003","S01002114","All","All","S4","Ratio",100
"2005-2006","S01002114","All","All","S4","Ratio",100
"2003-2004","S01002114","All","All","S4","Ratio",100
"2006-2007","S01002114","All","All","S4","Ratio",100
"2007-2008","S01002114","All","All","S4","Ratio",100
"2008-2009","S01002114","All","All","S4","Ratio",100
"2010-2011","S01002114","Additional Support Needs","All","S4","Ratio",0
